1,5106.431735765315
1,27931.052198531903
1,97558.68071445814
2,6364.242993846536
2,51944.339367289926
2,38695.51286798816
3,80000.95542921154
3,64441.21893268089
3,86555.94878703282
4,41590.760522143064
4,42919.23967936626
4,84661.33910524234
5,4184.573150389115
5,16246.630468398593
5,59689.0267525883
6,32081.813554216642
6,26420.53988546691
6,19380.111279524237
7,82921.45045207819
7,43945.652121751285
7,13888.143496189909
8,39290.82176344161
8,68701.02432481006
8,66953.27614690986
9,88836.03777524686
9,42999.966737415365
9,95622.09121806317
10,33217.931954765576
10,50043.774396922956
10,45930.80202670425
11,56984.06950359929
11,4265.845308780747
11,27008.001233730094
12,61860.72524900613
12,76868.64805225028
12,60586.63936871468
13,25547.577948852962
13,84332.12584347614
13,63810.58406315187
14,78009.02823614709
14,62767.710881402316
14,9791.167843909732
15,69386.8557259
15,11571.330969483563
15,75748.90809415767
16,37430.68396533121
16,63287.327696019835
16,2575.9165792092253
17,15377.42161827239
17,71045.4175885664
17,71293.29038449701
18,35161.18019370028
18,4409.55107087545
18,4164.879722133374
19,48078.57086696675
19,94994.196936426
19,47163.01555181465
20,91311.09397519127
20,72861.14091856431
20,24581.75837339083
21,27154.363839734262
21,95435.56892596144
21,62671.48979382519
22,27216.968327515202
22,18552.162401187532
22,54421.83288676118
23,95367.26088985335
23,44723.177971286976
23,67491.50044140991
24,27996.925060015543
24,22511.93477790713
24,22926.5017091835
25,70096.1319878896
25,70477.26557202601
25,30848.67626358373
26,83182.74515808497
26,85480.33233762013
26,24481.326352987577
27,80338.66983486761
27,38304.06951963853
27,74053.36654263998
28,46073.60557135529
28,6596.608340877985
28,26875.24692374048
29,44125.209395125145
29,52761.40492527417
29,26044.23559363066
30,91218.95572907182
30,23112.958183702092
30,32347.94224281231
31,23216.186397007143
31,91163.96997520758
31,43573.17129133113
32,62852.38217466276
32,31390.54459014853
32,28289.787048152724
33,48836.122160102525
33,71539.38461385986
33,40079.96529894658
34,53465.61610078473
34,78193.74035434832
34,4557.803020721196
35,75907.3348465714
35,44271.30247724431
35,87393.83580187983
36,87770.18773570248
36,7003.356297690899
36,68282.21348864934
37,96618.91530195493
37,34061.81776243747
37,15301.619919862796
38,93219.6832219298
38,35178.73600598914
38,92749.95385666353
39,65970.10638539495
39,65613.14472131836
39,69821.50359784077
40,42671.1055418883
40,78706.23374328963
40,55889.575803779924
41,61869.39826133991
41,2106.0726290981656
41,71735.95750958931
42,59700.45128331958
42,97309.89773347923
42,65909.59934435422
43,6095.625581157505
43,52815.92815677576
43,73525.15188141145
44,83043.49639153105
44,5138.608368550735
44,20060.4809145726
45,6517.442839755794
45,56169.101312253624
45,62197.017576323386
46,17533.77079325894
46,43289.52837089141
46,79036.99313383609
47,77942.07953269505
47,81755.06819414452
47,25464.498701527704
48,27118.93712744199
48,88225.03029196628
48,69389.04718360478
49,52280.47449798214
49,82258.98436301788
49,53043.659005311594
50,96855.32586275009
50,33771.3458144173
50,3077.782197674961
51,77767.9446065024
51,50393.65449075472
51,8245.466486897312
52,49446.11569281865
52,28871.485009081087
52,54051.188839888055
53,22100.027381142452
53,31550.748052078216
53,88153.68077620954
54,15577.783157584003
54,34559.62933504535
54,81907.67259011682
55,61800.96769861199
55,18359.841343104956
55,15103.291042790068
56,42134.89669915158
56,23623.644397995813
56,91292.69935190585
57,47145.019276105806
57,15378.951103379779
57,25418.09838979868
58,67886.14149813031
58,37958.72149727769
58,59996.27358732483
59,51642.570005767106
59,40917.09825516522
59,61889.14433623115
60,90422.74741514317
60,30457.829379784795
60,29588.17310231645
61,31566.204703609656
61,7121.608295140813
61,38672.4501930098
62,2420.1327115461636
62,140.91155196018778
62,99082.04698651515
63,54245.619886993045
63,41001.04861588141
63,46486.86474306257
64,49547.796687883405
64,16738.73240404905
64,87234.28024127462
65,84862.05866074045
65,28487.077880735746
65,53470.282756230925
66,89872.09378844638
